movie_num#movie_name#movie_year#movie_country#movie_type#movie_director#movie_assess#movie_score#movie_url#movie_intro
36#十二怒汉#1957#美国#剧情# Sidney Lumet#254497#9.4#https://movie.douban.com/subject/1293182/#1957年的理想主义。 
37#飞屋环游记#2009#美国#剧情 喜剧 动画 冒险# 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson#765752#9.0#https://movie.douban.com/subject/2129039/#最后那些最无聊的事情，才是最值得怀念的。 
38#大话西游之月光宝盒#1995#香港 中国大陆#喜剧 爱情 奇幻 古装# 刘镇伟 Jeffrey Lau#666807#9.0#https://movie.douban.com/subject/1299398/#旷古烁今。
39#哈尔的移动城堡#2004#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#564148#9.0#https://movie.douban.com/subject/1308807/#带着心爱的人在天空飞翔。
40#搏击俱乐部#1999#美国 德国#剧情 动作 悬疑 惊悚# 大卫·芬奇 David Fincher#539884#9.0#https://movie.douban.com/subject/1292000/#邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。
41#罗马假日#1953#美国#喜剧 剧情 爱情# 威廉·惠勒 William Wyler#570914#9.0#https://movie.douban.com/subject/1293839/#爱情哪怕只有一天。
42#末代皇帝#1987#英国 意大利 中国大陆 法国#剧情 传记 历史# 贝纳尔多·贝托鲁奇 Bernardo Bertolucci#348942#9.2#https://movie.douban.com/subject/1293172/#“不要跟我比惨，我比你更惨”再适合这部电影不过了。
43#闻香识女人#1992#美国#剧情# 马丁·布莱斯 Martin Brest#489350#9.0#https://movie.douban.com/subject/1298624/#史上最美的探戈。
44#寻梦环游记#2017#美国#喜剧 动画 奇幻 音乐# 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina#799693#9.0#https://movie.douban.com/subject/20495023/#死亡不是真的逝去，遗忘才是永恒的消亡。
45#辩护人#2013#韩国#剧情# 杨宇硕 Woo-seok Yang#337470#9.2#https://movie.douban.com/subject/21937445/#电影的现实意义大过电影本身。
46#窃听风暴#2006#德国#剧情 悬疑# 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck  &n...#337734#9.1#https://movie.douban.com/subject/1900841/#别样人生。
47#素媛#2013#韩国#剧情# 李濬益 Jun-ik Lee#317846#9.2#https://movie.douban.com/subject/21937452/#受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
48#死亡诗社#1989#美国#剧情# 彼得·威尔 Peter Weir#411557#9.0#https://movie.douban.com/subject/1291548/#当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
49#两杆大烟枪#1998#英国#剧情 喜剧 犯罪# Guy Ritchie#367759#9.1#https://movie.douban.com/subject/1293350/#4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。
50#飞越疯人院#1975#美国#剧情# 米洛斯·福尔曼 Miloš Forman#371359#9.1#https://movie.douban.com/subject/1292224/#自由万岁。
51#指环王2：双塔奇兵#2002#美国 新西兰#剧情 动作 奇幻 冒险# 彼得·杰克逊 Peter Jackson#402164#9.0#https://movie.douban.com/subject/1291572/#承前启后的史诗篇章。
52#教父2#1974#美国#剧情 犯罪# 弗朗西斯·福特·科波拉 Francis Ford Coppola#288892#9.2#https://movie.douban.com/subject/1299131/#优雅的孤独。
53#指环王1：魔戒再现#2001#新西兰 美国#剧情 动作 奇幻 冒险# 彼得·杰克逊 Peter Jackson#451456#9.0#https://movie.douban.com/subject/1291571/#传说的开始。
54#V字仇杀队#2005#美国 英国 德国#剧情 动作 科幻 惊悚# 詹姆斯·麦克特格 James McTeigue#629632#8.9#https://movie.douban.com/subject/1309046/#一张面具背后的理想与革命。
55#狮子王#1994#美国#动画 冒险 歌舞# Roger Allers / 罗伯·明可夫 Rob Minkoff#436028#9.0#https://movie.douban.com/subject/1301753/#动物版《哈姆雷特》。
56#美丽心灵#2001#美国#传记 剧情# 朗·霍华德 Ron Howard#438943#9.0#https://movie.douban.com/subject/1306029/#爱是一切逻辑和原由。
57#饮食男女#1994#台湾 美国#剧情 家庭# 李安 Ang Lee#310239#9.1#https://movie.douban.com/subject/1291818/#人生不能像做菜，把所有的料都准备好了才下锅。
58#海豚湾#2009#美国#纪录片# 路易·西霍尤斯 Louie Psihoyos#244828#9.3#https://movie.douban.com/subject/3442220/#海豚的微笑，是世界上最高明的伪装。
59#情书#1995#日本#剧情 爱情# 岩井俊二 Shunji Iwai#540631#8.9#https://movie.douban.com/subject/1292220/#暗恋的极致。
60#钢琴家#2002#法国 德国 英国 波兰#剧情 传记 历史 战争 音乐# 罗曼·波兰斯基 Roman Polanski#290554#9.1#https://movie.douban.com/subject/1296736/#音乐能化解仇恨。
61#本杰明·巴顿奇事#2008#美国#剧情 爱情 奇幻# 大卫·芬奇 David Fincher#572531#8.9#https://movie.douban.com/subject/1485260/#在时间之河里感受溺水之苦。
62#看不见的客人#2016#西班牙#剧情 犯罪 悬疑 惊悚# 奥里奥尔·保罗 Oriol Paulo#628317#8.8#https://movie.douban.com/subject/26580232/#你以为你以为的就是你以为的。
63#大闹天宫#1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 2004(中国大陆)#中国大陆#动画 奇幻# 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang#186190#9.3#https://movie.douban.com/subject/1418019/#经典之作，历久弥新。
64#哈利·波特与魔法石#2001#美国 英国#奇幻 冒险# Chris Columbus#460945#8.9#https://movie.douban.com/subject/1295038/#童话世界的开端。
65#黑客帝国#1999#美国 澳大利亚#动作 科幻# 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski#430666#8.9#https://movie.douban.com/subject/1291843/#视觉革命。
66#小鞋子#1997#伊朗#剧情 儿童 家庭# 马基德·马基迪 Majid Majidi#215807#9.2#https://movie.douban.com/subject/1303021/#奔跑的孩子是天使。
67#西西里的美丽传说#2000#意大利 美国#剧情 战争 情色# 朱塞佩·托纳多雷 Giuseppe Tornatore#547097#8.8#https://movie.douban.com/subject/1292402/#美丽无罪。
68#美国往事#1984#意大利 美国#犯罪 剧情# 赛尔乔·莱翁内 Sergio Leone#246470#9.1#https://movie.douban.com/subject/1292262/#往事如烟，无处祭奠。
69#何以为家#2018#黎巴嫩 法国 美国#剧情# 娜丁·拉巴基 Nadine Labaki#337915#9.1#https://movie.douban.com/subject/30170448/#凝视卑弱生命，用电影改变命运。
70#拯救大兵瑞恩#1998#美国#剧情 历史 战争# 史蒂文·斯皮尔伯格 Steven Spielberg#366855#9.0#https://movie.douban.com/subject/1292849/#美利坚精神输出大片No1.
71#让子弹飞#2010#中国大陆 香港#剧情 喜剧 动作 西部# 姜文 Wen Jiang#929722#8.8#https://movie.douban.com/subject/3742360/#你给我翻译翻译，神马叫做TMD的惊喜。
72#音乐之声#1965#美国#剧情 传记 爱情 歌舞# 罗伯特·怀斯 Robert Wise#336803#9.0#https://movie.douban.com/subject/1294408/#用音乐化解仇恨，让歌声串起美好。
73#致命魔术#2006#美国 英国#剧情 悬疑 惊悚# 克里斯托弗·诺兰 Christopher Nolan#494269#8.8#https://movie.douban.com/subject/1780330/#孪生蝙蝠侠大战克隆金刚狼。
74#七宗罪#1995#美国#剧情 犯罪 悬疑 惊悚# 大卫·芬奇 David Fincher#589596#8.8#https://movie.douban.com/subject/1292223/#警察抓小偷，老鼠玩死猫。
75#猫鼠游戏#2002#美国 加拿大#传记 犯罪 剧情# 史蒂文·斯皮尔伯格 Steven Spielberg#398722#8.9#https://movie.douban.com/subject/1305487/#骗子大师和执著警探的你追我跑故事。 
76#被嫌弃的松子的一生#2006#日本#剧情 歌舞# 中岛哲也 Tetsuya Nakashima#441699#8.9#https://movie.douban.com/subject/1787291/#以戏谑来戏谑戏谑。
77#低俗小说#1994#美国#剧情 喜剧 犯罪# 昆汀·塔伦蒂诺 Quentin Tarantino#490356#8.8#https://movie.douban.com/subject/1291832/#故事的高级讲法。
78#沉默的羔羊#1991#美国#剧情 犯罪 惊悚# 乔纳森·戴米 Jonathan Demme#493866#8.8#https://movie.douban.com/subject/1293544/#安东尼·霍普金斯的顶级表演。
79#蝴蝶效应#2004#美国 加拿大#剧情 悬疑 科幻 惊悚# 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber#544290#8.8#https://movie.douban.com/subject/1292343/#人的命运被自己瞬间的抉择改变。
80#春光乍泄#1997#香港 日本 韩国#剧情 爱情 同性# 王家卫 Kar Wai Wong#364343#8.9#https://movie.douban.com/subject/1292679/#爱情纠缠，男女一致。
81#天使爱美丽#2001#法国 德国#喜剧 爱情# 让-皮埃尔·热内 Jean-Pierre Jeunet#653538#8.7#https://movie.douban.com/subject/1292215/#法式小清新。 
82#勇敢的心#1995#美国#动作 传记 剧情 历史 战争# 梅尔·吉布森 Mel Gibson#386012#8.9#https://movie.douban.com/subject/1294639/#史诗大片的典范。
83#剪刀手爱德华#1990#美国#剧情 奇幻 爱情# 蒂姆·波顿 Tim Burton#671212#8.7#https://movie.douban.com/subject/1292370/#浪漫忧郁的成人童话。
84#穿条纹睡衣的男孩#2008#英国 美国#剧情 战争# 马克·赫尔曼 Mark Herman#253078#9.0#https://movie.douban.com/subject/3008247/#尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
85#心灵捕手#1997#美国#剧情# 格斯·范·桑特 Gus Van Sant#399789#8.8#https://movie.douban.com/subject/1292656/#人生中应该拥有这样的一段豁然开朗。
86#禁闭岛#2010#美国#剧情 悬疑 惊悚# Martin Scorsese#532606#8.8#https://movie.douban.com/subject/2334904/#昔日翩翩少年，今日大腹便便。
87#布达佩斯大饭店#2014#美国 德国 英国#剧情 喜剧 冒险# 韦斯·安德森 Wes Anderson#495714#8.8#https://movie.douban.com/subject/11525673/#小清新的故事里注入了大历史的情怀。
88#阿凡达#2009#美国 英国#动作 战争 科幻 冒险# 詹姆斯·卡梅隆 James Cameron#779859#8.7#https://movie.douban.com/subject/1652587/#绝对意义上的美轮美奂。
89#入殓师#2008#日本#剧情# 泷田洋二郎 Yôjirô Takita#400053#8.8#https://movie.douban.com/subject/2149806/#死可能是一道门，逝去并不是终结，而是超越，走向下一程。
90#幽灵公主#1997#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#334469#8.9#https://movie.douban.com/subject/1297359/#人与自然的战争史诗。
91#加勒比海盗#2003#美国#动作 冒险 奇幻# 戈尔·维宾斯基 Gore Verbinski#514413#8.7#https://movie.douban.com/subject/1298070/#约翰尼·德普的独角戏。
92#致命ID#2003#美国#剧情 悬疑 惊悚# James Mangold#452046#8.7#https://movie.douban.com/subject/1297192/#最不可能的那个人永远是最可能的。
93#摩登时代#1936#美国#剧情 喜剧 爱情# 查理·卓别林 Charles Chaplin#147023#9.3#https://movie.douban.com/subject/1294371/#大时代中的人生，小人物的悲喜。
94#阳光灿烂的日子#1994#中国大陆 香港#剧情 爱情# 姜文 Wen Jiang#377120#8.8#https://movie.douban.com/subject/1291875/#一场华丽的意淫。
95#断背山#2005#美国 加拿大#剧情 爱情 同性 家庭# 李安 Ang Lee#445546#8.7#https://movie.douban.com/subject/1418834/#每个人心中都有一座断背山。
96#第六感#1999#美国#剧情 悬疑 惊悚# M·奈特·沙马兰 M. Night Shyamalan#324014#8.8#https://movie.douban.com/subject/1297630/#深入内心的恐怖，出人意料的结局。
97#重庆森林#1994#香港#剧情 爱情# 王家卫 Kar Wai Wong#467930#8.7#https://movie.douban.com/subject/1291999/#寂寞没有期限。
98#狩猎#2012#丹麦 瑞典#剧情# 托马斯·温特伯格 Thomas Vinterberg#195260#9.1#https://movie.douban.com/subject/6985810/#人言可畏。
99#玛丽和马克思#2009#澳大利亚#剧情 喜剧 动画# 亚当·艾略特 Adam Elliot#288519#8.9#https://movie.douban.com/subject/3072124/#你是我最好的朋友，你是我唯一的朋友 。
100#喜剧之王#1999#香港#喜剧 剧情 爱情# 周星驰 Stephen Chow / 李力持 Lik-Chi Lee#507510#8.7#https://movie.douban.com/subject/1302425/#我是一个演员。
101#消失的爱人#2014#美国#剧情 犯罪 悬疑 惊悚# 大卫·芬奇 David Fincher#520833#8.7#https://movie.douban.com/subject/21318488/#年度最佳date movie。
102#告白#2010#日本#剧情 惊悚# 中岛哲也 Tetsuya Nakashima#464783#8.7#https://movie.douban.com/subject/4268598/#没有一人完全善，也没有一人完全恶。
103#大鱼#2003#美国#剧情 家庭 奇幻 冒险# 蒂姆·波顿 Tim Burton#345024#8.8#https://movie.douban.com/subject/1291545/#抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
104#一一#2000#台湾 日本#剧情 爱情 家庭# 杨德昌 Edward Yang#209030#9.0#https://movie.douban.com/subject/1292434/#我们都曾经是一一。
105#小森林 夏秋篇#2014#日本#剧情# 森淳一 Junichi Mori#223303#9.0#https://movie.douban.com/subject/25814705/#那些静得只能听见呼吸的日子里，你明白孤独即生活。
106#阳光姐妹淘#2011#韩国#剧情 喜剧# 姜炯哲 Hyeong-Cheol Kang#374841#8.8#https://movie.douban.com/subject/4917726/#再多各自牛逼的时光，也比不上一起傻逼的岁月。 
107#爱在黎明破晓前#1995#美国 奥地利 瑞士#剧情 爱情# 理查德·林克莱特 Richard Linklater#323780#8.8#https://movie.douban.com/subject/1296339/#缘分是个连绵词，最美不过一瞬。
108#射雕英雄传之东成西就#1993#香港#喜剧 奇幻 武侠 古装# 刘镇伟 Jeffrey Lau#381862#8.7#https://movie.douban.com/subject/1316510/#百看不厌。 
109#请以你的名字呼唤我#2017#意大利 法国 巴西 美国 荷兰 德国#剧情 爱情 同性# 卢卡·瓜达尼诺 Luca Guadagnino#322796#8.8#https://movie.douban.com/subject/26799731/#沉醉在电影的情感和视听氛围中无法自拔。
110#甜蜜蜜#1996#香港#剧情 爱情# 陈可辛 Peter Chan#305310#8.8#https://movie.douban.com/subject/1305164/#相逢只要一瞬间，等待却像是一辈子。
111#侧耳倾听#1995#日本#剧情 爱情 动画# 近藤喜文 Yoshifumi Kondo#253497#8.9#https://movie.douban.com/subject/1297052/#少女情怀总是诗。
112#红辣椒#2006#日本#动画 悬疑 科幻 惊悚# 今敏 Satoshi Kon#208449#8.9#https://movie.douban.com/subject/1865703/#梦的勾结。
113#驯龙高手#2010#美国#动画 奇幻 冒险# 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders#434331#8.7#https://movie.douban.com/subject/2353023/#和谐的生活离不开摸头与被摸头。
114#倩女幽魂#1987#香港#爱情 奇幻 武侠 古装# 程小东 Siu-Tung Ching#395799#8.7#https://movie.douban.com/subject/1297447/#两张绝世的脸。 
115#超脱#2011#美国#剧情# 托尼·凯耶 Tony Kaye#254578#8.8#https://movie.douban.com/subject/5322596/#穷尽一生，我们要学会的，不过是彼此拥抱。
116#恐怖直播#2013#韩国#剧情 犯罪 悬疑# 金秉祐 Byeong-woo Kim#346044#8.7#https://movie.douban.com/subject/21360417/#恐怖分子的“秋菊打官司”。
117#菊次郎的夏天#1999#日本#剧情 喜剧# 北野武 Takeshi Kitano#281077#8.8#https://movie.douban.com/subject/1293359/#从没见过那么流氓的温柔，从没见过那么温柔的流氓。
118#风之谷#1984#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#244447#8.8#https://movie.douban.com/subject/1291585/#动画片的圣经。
119#爱在日落黄昏时#2004#美国#剧情 爱情# 理查德·林克莱特 Richard Linklater#282449#8.8#https://movie.douban.com/subject/1291990/#九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
120#小森林 冬春篇#2015#日本#剧情# 森淳一 Junichi Mori#194096#9.0#https://movie.douban.com/subject/25814707/#尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
121#杀人回忆#2003#韩国#犯罪 剧情 悬疑 惊悚# 奉俊昊 Joon-ho Bong#308538#8.7#https://movie.douban.com/subject/1300299/#关于连环杀人悬案的集体回忆。
122#哈利·波特与死亡圣器(下)#2011#美国 英国#剧情 悬疑 奇幻 冒险# 大卫·叶茨 David Yates#404620#8.7#https://movie.douban.com/subject/3011235/#10年的完美句点。
123#7号房的礼物#2013#韩国#剧情 喜剧 家庭# 李焕庆 Hwan-kyeong Lee#272929#8.8#https://movie.douban.com/subject/10777687/#《我是山姆》的《美丽人生》。
124#幸福终点站#2004#美国#喜剧 剧情 爱情# 史蒂文·斯皮尔伯格 Steven Spielberg#308129#8.7#https://movie.douban.com/subject/1292274/#有时候幸福需要等一等。 
125#上帝之城#2002#巴西 法国#犯罪 剧情# Kátia Lund / Fernando Meirelles#199247#8.9#https://movie.douban.com/subject/1292208/#被上帝抛弃了的上帝之城。
126#蝙蝠侠：黑暗骑士崛起#2012#美国 英国#剧情 动作 科幻 犯罪 惊悚# 克里斯托弗·诺兰 Christopher Nolan#412651#8.7#https://movie.douban.com/subject/3395373/#诺兰就是保证。
127#海蒂和爷爷#2015#德国 瑞士 南非#剧情 冒险 家庭# 阿兰·葛斯彭纳 Alain Gsponer#137691#9.1#https://movie.douban.com/subject/25958717/#如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。
128#借东西的小人阿莉埃蒂#2010#日本#动画 奇幻 冒险# 米林宏昌 Hiromasa Yonebayashi#306069#8.8#https://movie.douban.com/subject/4202302/#曾经的那段美好会沉淀为一辈子的记忆。
129#萤火之森#2011#日本#剧情 爱情 动画 奇幻# 大森贵弘 Takahiro Omori#257982#8.8#https://movie.douban.com/subject/5989818/#触不到的恋人。
130#超能陆战队#2014#美国#喜剧 动作 科幻 动画 冒险# 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams#559062#8.6#https://movie.douban.com/subject/11026735/#Balalala~~~
131#唐伯虎点秋香#1993#香港#喜剧 爱情 古装# 李力持 Lik-Chi Lee#539154#8.5#https://movie.douban.com/subject/1306249/#华太师是黄霑，吴镇宇四大才子之一。
132#神偷奶爸#2010#美国 法国#喜剧 动画 冒险# 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud#566765#8.5#https://movie.douban.com/subject/3287562/#Mr. I Don't Care其实也有Care的时候。
133#无人知晓#2004#日本#剧情# 是枝裕和 Hirokazu Koreeda#131177#9.1#https://movie.douban.com/subject/1292337/#我的平常生活就是他人的幸福。
134#怪兽电力公司#2001#美国#儿童 喜剧 动画 奇幻 冒险# 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman#360120#8.6#https://movie.douban.com/subject/1291579/#不要给它起名字，起了名字就有感情了。
135#岁月神偷#2010#香港 中国大陆#剧情 家庭# 罗启锐 Alex Law#392399#8.7#https://movie.douban.com/subject/3792799/#岁月流逝，来日可追。
136#电锯惊魂#2004#美国#悬疑 惊悚 恐怖# 詹姆斯·温 James Wan#284886#8.7#https://movie.douban.com/subject/1417598/#真相就在眼前。
137#玩具总动员3#2010#美国#喜剧 动画 奇幻 冒险# 李·昂克里奇 Lee Unkrich#275933#8.8#https://movie.douban.com/subject/1858711/#跨度十五年的欢乐与泪水。
138#谍影重重3#2007#美国 德国#动作 悬疑 惊悚# 保罗·格林格拉斯 Paul Greengrass#252871#8.8#https://movie.douban.com/subject/1578507/#像吃了苏打饼一样干脆的电影。
139#七武士#1954#日本#动作 冒险 剧情# 黑泽明 Akira Kurosawa#108249#9.2#https://movie.douban.com/subject/1295399/#时代悲歌。
140#疯狂原始人#2013#美国#喜剧 动画 冒险# 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders#513958#8.7#https://movie.douban.com/subject/1907966/#老少皆宜，这就是好莱坞动画的魅力。
141#血战钢锯岭#2016#美国 澳大利亚#剧情 传记 历史 战争# 梅尔·吉布森 Mel Gibson#468263#8.7#https://movie.douban.com/subject/26325320/#优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
142#喜宴#1993#台湾 美国#剧情 喜剧 爱情 同性 家庭# 李安 Ang Lee#193776#8.9#https://movie.douban.com/subject/1303037/#中国家庭的喜怒哀乐忍。
143#英雄本色#1986#香港#剧情 动作 犯罪# 吴宇森 John Woo#273741#8.6#https://movie.douban.com/subject/1297574/#英雄泪短，兄弟情长。 
144#真爱至上#2003#英国 美国 法国#喜剧 剧情 爱情# 理查德·柯蒂斯 Richard Curtis#428218#8.6#https://movie.douban.com/subject/1292401/#爱，是个动词。
145#东邪西毒#1994#香港 台湾#剧情 动作 爱情 武侠 古装# 王家卫 Kar Wai Wong#359670#8.6#https://movie.douban.com/subject/1292328/#电影诗。
146#萤火虫之墓#1988#日本#动画 剧情 战争# 高畑勋 Isao Takahata#270283#8.7#https://movie.douban.com/subject/1293318/#幸福是生生不息，却难以触及的远。 
147#傲慢与偏见#2005#法国 英国 美国#剧情 爱情# 乔·怀特 Joe Wright#426558#8.5#https://movie.douban.com/subject/1418200/#爱是摈弃傲慢与偏见之后的曙光。
